category,pub_year,source,title_t1_count,title_t2_count,title_t3_count,abstract_t1_count,abstract_t2_count,abstract_t3_count,total_t1_count,total_t2_count,total_t3_count,total_papers,title_t1_pct,title_t2_pct,title_t3_pct,abstract_t1_pct,abstract_t2_pct,abstract_t3_pct,total_t1_pct,total_t2_pct,total_t3_pct
Medical & Health Sciences,2016,OpenAlex,370,581,2869,4005,3319,19261,4077,3415,19651,69126,0.5352544628649134,0.8404941700662558,4.150392037728206,5.793767902091832,4.801377195266614,27.863611376327285,5.897925527297978,4.940254028874809,28.427798512860576
Medical & Health Sciences,2016,PubMed,797,2117,11069,8490,8686,66438,8634,9053,68406,221449,0.35990227998320157,0.9559763196040624,4.998442079214628,3.8338398457432636,3.922347809202119,30.00149018509905,3.8988661046109936,4.088074455066404,30.890182389624698
Medical & Health Sciences,2017,OpenAlex,518,567,2701,5126,2728,19069,5225,2880,19594,82641,0.6268075168499897,0.686100119795259,3.268353480717803,6.202732299947968,3.3010249149937687,23.074502970680413,6.322527558959838,3.484952989436236,23.709780859379727
Medical & Health Sciences,2017,PubMed,797,2251,10818,8009,8409,63592,8195,8868,65892,221140,0.3604051731934521,1.017907208103464,4.8919236682644485,3.6216876187030835,3.802568508637062,28.7564438817039,3.705797232522384,4.010129329836302,29.796508998824272
Medical & Health Sciences,2018,OpenAlex,878,841,3785,7415,4340,27745,7616,4552,28477,118024,0.7439164915610385,0.7125669355385346,3.2069748525723583,6.282620483969362,3.677218192909917,23.507930590388394,6.452924828848369,3.856842676065885,24.12814342845523
Medical & Health Sciences,2018,PubMed,855,2538,11926,8260,9274,68088,8461,9796,70640,231758,0.36891930375650467,1.0951078279929927,5.145884931695993,3.5640625134838926,4.0015878632021336,29.37892111599168,3.650790911209106,4.22682280654821,30.480069727905835
Medical & Health Sciences,2019,OpenAlex,869,764,3777,7873,4258,27608,8066,4422,28326,115754,0.7507299963716156,0.6600203880643434,3.2629541959673105,6.801492820982428,3.678490592117767,23.850579677592133,6.968225720061509,3.8201703612834113,24.47086061820758
Medical & Health Sciences,2019,PubMed,825,2355,12492,8215,9320,69832,8373,9797,72583,234228,0.35222091295660635,1.0054306060761309,5.333265023822942,3.507266424167905,3.9790289803097836,29.81368581040695,3.574722065679594,4.182676708164694,30.988182454702258
Medical & Health Sciences,2020,OpenAlex,1114,1031,5010,9772,5848,35057,10036,6068,35859,137833,0.8082244455246567,0.7480066457234479,3.6348334578801884,7.089739032017006,4.24281558117432,25.434402501577996,7.281275166324465,4.402429026430536,26.01626606110293
Medical & Health Sciences,2020,PubMed,1015,2539,14562,10013,10907,81207,10248,11562,84422,267688,0.37917276829742086,0.9484922745883266,5.439915125070978,3.7405486984848033,4.074519589970413,30.33643644840262,3.8283374674994772,4.319207435521951,31.537461522369327
Medical & Health Sciences,2021,OpenAlex,852,812,3572,7401,4312,26665,7588,4495,27230,114448,0.7444428910946456,0.7094925206207187,3.1210680833216835,6.466692296938348,3.7676499370893333,23.298790717181603,6.630085278903956,3.92754788200755,23.79246470012582
Medical & Health Sciences,2021,PubMed,1066,2561,16577,11575,11921,93765,11818,12601,97245,304545,0.35003037317966146,0.8409266282486989,5.443202154033066,3.800751941420808,3.914364051289629,30.78855341575137,3.8805431052882167,4.137647966638756,31.93124168842043
Medical & Health Sciences,2022,OpenAlex,1409,1049,5894,11031,6349,41350,11348,6566,42249,153892,0.9155771580069139,0.6816468692329686,3.82995867231565,7.168013931848309,4.125620565071609,26.869492891118448,7.374002547240923,4.266628544693681,27.453668806695603
Medical & Health Sciences,2022,PubMed,1234,2430,17938,12141,11297,96654,12409,11934,100228,308365,0.4001751171501305,0.7880271755873721,5.8171322945211035,3.9372172587680185,3.6635156389343795,31.344024127251796,4.024127251795761,3.8700890178846494,32.503040228300875
Medical & Health Sciences,2023,OpenAlex,1592,1247,6766,11900,7283,48280,12259,7546,49241,169877,0.9371486428415853,0.7340605261453875,3.9828817320767382,7.005068372999287,4.287219576517127,28.4205631133114,7.216397746604897,4.44203747417249,28.986266534021677
Medical & Health Sciences,2023,PubMed,1035,2073,15555,9662,9770,85116,9906,10374,88154,264166,0.39179909602295526,0.7847338415996002,5.888342935881226,3.6575486625833755,3.6984320465162055,32.22064913728489,3.7499148262834736,3.9270761566590706,33.37068358532135
Medical & Health Sciences,2024,OpenAlex,1277,1230,7330,9997,6915,49706,10261,7145,50635,159076,0.8027609444542231,0.7732153184641304,4.607860393774045,6.284417511126756,4.346978802584927,31.246699690713875,6.450375920943448,4.491563780834317,31.830697276773368
Medical & Health Sciences,2024,PubMed,966,1929,16027,8477,9852,87947,8725,10341,91024,255005,0.37881610164506574,0.7564557557694948,6.284974804415599,3.3242485441461933,3.8634536577714167,34.488343365816355,3.421501539185506,4.055214603635223,35.69498637281622
Medical & Health Sciences,2025,OpenAlex,989,1178,7162,7902,6601,50135,8085,6831,50880,135806,0.7282447020013844,0.8674138108772809,5.27369924745593,5.818594171097006,4.860609987776682,36.91663107668292,5.953345213024462,5.029969220800259,37.465207722781024
Medical & Health Sciences,2025,PubMed,887,1715,16297,7390,9017,91825,7563,9494,94563,238304,0.37221364307774946,0.7196689942258628,6.838743789445415,3.101080972203572,3.783822344568283,38.532714515912446,3.173677319726064,3.983986840338391,39.681667114274205
Multidisciplinary & General Science,2010,OpenAlex,952,397,3329,6125,2351,21760,6286,2440,22289,83782,1.136282256331909,0.47384879807118474,3.9734071757656775,7.310639516841326,2.8060920006684014,25.97216585901506,7.502804898426869,2.912320068749851,26.60356639851042
Multidisciplinary & General Science,2010,PubMed,205,286,2781,2436,1449,18683,2490,1513,19129,69154,0.296439829944761,0.41356971397171527,4.021459351592099,3.52257280851433,2.0953234809266275,27.01651386759985,3.600659397865633,2.187870549787431,27.661451253723573
Multidisciplinary & General Science,2011,OpenAlex,933,411,2942,5394,2239,17806,5560,2334,18276,74598,1.2507037722190943,0.5509531086624306,3.943805463953457,7.230756856752192,3.001420949623314,23.869272634655083,7.453282929837261,3.1287702083165767,24.499316335558593
Multidisciplinary & General Science,2011,PubMed,236,387,3802,3402,1935,25077,3467,2009,25662,95226,0.24783147459727387,0.4064016130048516,3.9926070610967592,3.572553714321719,2.032008065024258,26.33419444269422,3.6408123831726633,2.109717934177641,26.94852246235272
Multidisciplinary & General Science,2012,OpenAlex,1190,473,3487,6759,2849,26097,6958,2943,26622,88628,1.342690797490635,0.5336913842126642,3.9344225301259197,7.626258067427901,3.2145597328158146,29.445547682447987,7.85079207473936,3.3206210227016295,30.037911269576206
Multidisciplinary & General Science,2012,PubMed,257,363,3703,3507,1929,25529,3588,2001,26135,96615,0.2660042436474668,0.375718056202453,3.832738187652021,3.6298711380220463,1.9965843813072506,26.423433214304197,3.7137090513895354,2.071106970967241,27.05066501060912
Multidisciplinary & General Science,2013,OpenAlex,1363,579,4594,8100,3287,27723,8354,3428,28510,107751,1.264953457508515,0.5373500013920984,4.263533517090329,7.517331625692569,3.0505517350187006,25.728763538157416,7.753060296424163,3.181408989243719,26.459151191172243
Multidisciplinary & General Science,2013,PubMed,295,575,5106,4379,2891,33798,4455,2978,34587,115807,0.2547341697824829,0.4965157546607718,4.4090599013876535,3.781291286364382,2.496394863868333,29.184764306130027,3.846917716545632,2.571519856312658,29.866070272090635
Multidisciplinary & General Science,2014,OpenAlex,1600,2915,5354,9249,5942,34595,9533,6109,35466,132005,1.2120753001780236,2.2082496875118367,4.055906973220711,7.006552782091588,4.501344646036135,26.2073406310367,7.221696147873187,4.627855005492216,26.867164122571115
Multidisciplinary & General Science,2014,PubMed,375,662,5796,4703,3231,37302,4803,3341,38203,126823,0.2956876907185605,0.5219873366818322,4.5701489477460715,3.70831789186504,2.5476451432311173,29.412645971156653,3.787167942723323,2.6343801991752285,30.123084929389783
Multidisciplinary & General Science,2015,OpenAlex,1421,643,5103,8156,3233,29782,8437,3417,30606,112175,1.266770670826833,0.5732114998885669,4.549141965678627,7.270782259861823,2.8821038555827947,26.549587697793626,7.521283708491197,3.0461332739023845,27.28415422331179
Multidisciplinary & General Science,2015,PubMed,336,663,5916,4760,3192,39094,4848,3314,39990,128683,0.2611067506974503,0.5152195705726476,4.5973438604943935,3.699012301547213,2.480514131625778,30.380081285018225,3.7673974029203547,2.575320749438543,31.076365953544755
Multidisciplinary & General Science,2016,OpenAlex,1481,741,5865,8638,3632,36902,8908,3785,37853,128163,1.155559716922981,0.5781699866576157,4.576203740549144,6.739854716259764,2.833891216653792,28.79302138682771,6.950523942167395,2.9532704446681177,29.53504521585793
Multidisciplinary & General Science,2016,PubMed,332,675,6333,5109,3419,41576,5198,3546,42584,137940,0.2406843555168914,0.489343192692475,4.59112657677251,3.7037842540234887,2.4786138900971437,30.14064085834421,3.7683050601710892,2.570682905611135,30.871393359431636
Multidisciplinary & General Science,2017,OpenAlex,1746,924,7103,10376,4194,39553,10696,4401,40721,148661,1.1744842292194995,0.6215483549821406,4.777984811080243,6.9796382373319155,2.8211837670942614,26.60617108723875,7.1948930788841725,2.9604267427233775,27.391851258904488
Multidisciplinary & General Science,2017,PubMed,344,755,6359,4675,3406,38940,4759,3581,40160,137047,0.25100877801046356,0.5509058935985465,4.640014009792261,3.41123848022941,2.485278772975694,28.413609929440263,3.4725313213715006,2.612972192021715,29.303815479361095
Multidisciplinary & General Science,2018,OpenAlex,2105,1170,9501,13504,5599,54105,13871,5845,55518,193958,1.0852865053258953,0.6032233782571484,4.898483176770228,6.962332051268831,2.88670743150579,27.895214427865827,7.151548273337527,3.013539013600883,28.623722661607154
Multidisciplinary & General Science,2018,PubMed,413,759,6509,4847,3220,38978,4949,3390,40341,140392,0.29417630634224173,0.5406290956749673,4.636304062909567,3.4524759245541055,2.293577981651376,27.76369023876004,3.525129637016354,2.4146675024217905,28.73454327881931
Multidisciplinary & General Science,2019,OpenAlex,2326,1298,10515,15093,6236,61196,15481,6489,62691,214495,1.0844075619478308,0.6051423110095807,4.90221217277792,7.0365276579873655,2.907293876314133,28.530268770833818,7.217417655423203,3.025245343714306,29.22725471456211
Multidisciplinary & General Science,2019,PubMed,378,813,7146,4866,3572,42527,4962,3758,44063,149587,0.25269575564721536,0.5434964268285346,4.7771530948545,3.2529564734903436,2.3879080401371775,28.42960952489187,3.3171331733372558,2.512250396090569,29.456436722442458
Multidisciplinary & General Science,2020,OpenAlex,2647,1438,12487,17281,7374,71079,17741,7684,72833,243103,1.0888388872206431,0.5915188212403796,5.136505925471919,7.108509561790681,3.033282189030987,29.238224127221795,7.2977297688634035,3.1608001546669517,29.95972900375561
Multidisciplinary & General Science,2020,PubMed,484,897,8029,5674,4137,48403,5822,4388,50156,170433,0.2839825620625114,0.5263065251447783,4.710942129751867,3.3291674734353087,2.4273468166376233,28.400016428743257,3.4160051163800436,2.5746187651452477,29.428573104973804
Multidisciplinary & General Science,2021,OpenAlex,2007,1081,10471,13320,5726,59028,13696,5947,60456,195193,1.028213101904269,0.5538108436265645,5.364434175405881,6.8240152054633105,2.933506836823042,30.24083855466128,7.0166450641160285,3.0467281101269,30.972422166778525
Multidisciplinary & General Science,2021,PubMed,508,1023,9504,6076,4744,56082,6218,5019,58102,188796,0.26907349731985847,0.5418547003114472,5.034004957732155,3.2182885230619296,2.5127651009555287,29.70507849742579,3.2935019809741735,2.658424966630649,30.775016419839403
Multidisciplinary & General Science,2022,OpenAlex,2671,1541,15465,19647,8668,89846,20039,8929,91668,283817,0.941099370368935,0.5429554959709955,5.448933643862066,6.922418318846299,3.054080622372867,31.656313751466612,7.06053548589408,3.146041287167435,32.29827670646931
